,index,Team1,Team2,Winner,Margin,Ground,Match_Date,Scorecard
1116,178,South Africa,New Zealand,South Africa,2 wickets,Durban,"Nov 25, 2007",ODI # 2648
1117,179,Zimbabwe,West Indies,Zimbabwe,30 runs,Harare,"Nov 30, 2007",ODI # 2649
1118,180,South Africa,New Zealand,New Zealand,7 wickets,Port Elizabeth,"Nov 30, 2007",ODI # 2650
1119,181,Zimbabwe,West Indies,West Indies,110 runs,Harare,"Dec 2, 2007",ODI # 2651
1120,182,South Africa,New Zealand,South Africa,5 wickets,Cape Town,"Dec 2, 2007",ODI # 2652
1121,183,Zimbabwe,West Indies,West Indies,6 wickets,Harare,"Dec 4, 2007",ODI # 2653
1122,184,Zimbabwe,West Indies,West Indies,5 wickets,Bulawayo,"Dec 7, 2007",ODI # 2654
1123,185,Australia,New Zealand,Australia,7 wickets,Adelaide,"Dec 14, 2007",ODI # 2655
1124,186,Australia,New Zealand,no result,,Sydney,"Dec 16, 2007",ODI # 2656
1125,187,Australia,New Zealand,Australia,114 runs,Hobart,"Dec 20, 2007",ODI # 2657
1126,188,New Zealand,Bangladesh,New Zealand,6 wickets,Auckland,"Dec 26, 2007",ODI # 2658
1127,189,New Zealand,Bangladesh,New Zealand,102 runs,Napier,"Dec 28, 2007",ODI # 2659
1128,190,New Zealand,Bangladesh,New Zealand,10 wickets,Queenstown,"Dec 31, 2007",ODI # 2660
1129,0,South Africa,West Indies,South Africa,6 wickets,Centurion,"Jan 20, 2008",ODI # 2661
1130,1,Pakistan,Zimbabwe,Pakistan,104 runs,Karachi,"Jan 21, 2008",ODI # 2662
1131,2,Pakistan,Zimbabwe,Pakistan,5 wickets,Hyderabad (Sind),"Jan 24, 2008",ODI # 2663
1132,3,South Africa,West Indies,South Africa,86 runs,Cape Town,"Jan 25, 2008",ODI # 2664
1133,4,Pakistan,Zimbabwe,Pakistan,37 runs,Multan,"Jan 27, 2008",ODI # 2665
1134,5,South Africa,West Indies,South Africa,7 wickets,Port Elizabeth,"Jan 27, 2008",ODI # 2666
1135,6,Pakistan,Zimbabwe,Pakistan,7 wickets,Faisalabad,"Jan 30, 2008",ODI # 2667
1136,7,South Africa,West Indies,South Africa,5 wickets,Durban,"Feb 1, 2008",ODI # 2668
1137,8,Pakistan,Zimbabwe,Pakistan,7 wickets,Sheikhupura,"Feb 2, 2008",ODI # 2669
1138,9,Australia,India,no result,,Brisbane,"Feb 3, 2008",ODI # 2670
1139,10,South Africa,West Indies,South Africa,8 wickets,Johannesburg,"Feb 3, 2008",ODI # 2671
1140,11,India,Sri Lanka,no result,,Brisbane,"Feb 5, 2008",ODI # 2672
1141,12,Australia,Sri Lanka,Australia,128 runs,Sydney,"Feb 8, 2008",ODI # 2673
1142,13,New Zealand,England,New Zealand,6 wickets,Wellington,"Feb 9, 2008",ODI # 2674
1143,14,Australia,India,India,5 wickets,Melbourne,"Feb 10, 2008",ODI # 2675
1144,15,India,Sri Lanka,Sri Lanka,8 wickets,Canberra,"Feb 12, 2008",ODI # 2676
1145,16,New Zealand,England,New Zealand,10 wickets,Hamilton,"Feb 12, 2008",ODI # 2677
1146,17,New Zealand,England,England,6 wickets,Auckland,"Feb 15, 2008",ODI # 2678
1147,18,Australia,Sri Lanka,Australia,63 runs,Perth,"Feb 15, 2008",ODI # 2679
1148,19,Australia,India,Australia,50 runs,Adelaide,"Feb 17, 2008",ODI # 2680
1149,20,India,Sri Lanka,India,2 wickets,Adelaide,"Feb 19, 2008",ODI # 2681
1150,21,New Zealand,England,tied,,Napier,"Feb 20, 2008",ODI # 2682
1151,22,Australia,Sri Lanka,Australia,24 runs,Melbourne,"Feb 22, 2008",ODI # 2683
1152,23,New Zealand,England,New Zealand,34 runs,Christchurch,"Feb 23, 2008",ODI # 2684
1153,24,Australia,India,Australia,18 runs,Sydney,"Feb 24, 2008",ODI # 2685
1154,25,India,Sri Lanka,India,7 wickets,Hobart,"Feb 26, 2008",ODI # 2686
1155,26,Australia,Sri Lanka,Sri Lanka,13 runs,Melbourne,"Feb 29, 2008",ODI # 2687
1156,27,Australia,India,India,6 wickets,Sydney,"Mar 2, 2008",ODI # 2688
1157,28,Australia,India,India,9 runs,Brisbane,"Mar 4, 2008",ODI # 2689
1158,29,Bangladesh,South Africa,South Africa,9 wickets,Chattogram,"Mar 9, 2008",ODI # 2690
1159,30,Bangladesh,South Africa,South Africa,7 wickets,Dhaka,"Mar 12, 2008",ODI # 2691
1160,31,Bangladesh,South Africa,South Africa,7 wickets,Dhaka,"Mar 14, 2008",ODI # 2692
1161,32,Bangladesh,Ireland,Bangladesh,8 wickets,Dhaka,"Mar 18, 2008",ODI # 2693
1162,33,Bangladesh,Ireland,Bangladesh,84 runs,Dhaka,"Mar 20, 2008",ODI # 2694
1163,34,Bangladesh,Ireland,Bangladesh,79 runs,Dhaka,"Mar 22, 2008",ODI # 2695
1164,35,Pakistan,Bangladesh,Pakistan,152 runs,Lahore,"Apr 8, 2008",ODI # 2696
1165,36,West Indies,Sri Lanka,West Indies,1 wicket,Port of Spain,"Apr 10, 2008",ODI # 2697
1166,37,Pakistan,Bangladesh,Pakistan,7 wickets,Faisalabad,"Apr 11, 2008",ODI # 2698
1167,38,West Indies,Sri Lanka,West Indies,7 wickets,Port of Spain,"Apr 12, 2008",ODI # 2699
1168,39,Pakistan,Bangladesh,Pakistan,23 runs,Lahore,"Apr 13, 2008",ODI # 2700
1169,40,West Indies,Sri Lanka,no result,,Gros Islet,"Apr 15, 2008",ODI # 2701
1170,41,Pakistan,Bangladesh,Pakistan,7 wickets,Multan,"Apr 16, 2008",ODI # 2702
1171,42,Pakistan,Bangladesh,Pakistan,150 runs,Karachi,"Apr 19, 2008",ODI # 2703
1172,43,Bangladesh,Pakistan,Pakistan,70 runs,Dhaka,"Jun 8, 2008",ODI # 2704
1173,44,India,Pakistan,India,140 runs,Dhaka,"Jun 10, 2008",ODI # 2705
1174,45,Bangladesh,India,India,7 wickets,Dhaka,"Jun 12, 2008",ODI # 2706
1175,46,India,Pakistan,Pakistan,25 runs,Dhaka,"Jun 14, 2008",ODI # 2707
1176,47,England,New Zealand,England,114 runs,Chester-le-Street,"Jun 15, 2008",ODI # 2708
1177,48,England,New Zealand,no result,,Birmingham,"Jun 18, 2008",ODI # 2709
1178,49,England,New Zealand,New Zealand,22 runs,Bristol,"Jun 21, 2008",ODI # 2710
1179,50,Bangladesh,U.A.E.,Bangladesh,96 runs,Lahore,"Jun 24, 2008",ODI # 2711
1180,51,Pakistan,Hong Kong,Pakistan,155 runs,Karachi,"Jun 24, 2008",ODI # 2712
1181,52,West Indies,Australia,Australia,84 runs,Kingstown,"Jun 24, 2008",ODI # 2713
1182,53,Bangladesh,Sri Lanka,Sri Lanka,131 runs,Lahore,"Jun 25, 2008",ODI # 2715
1183,54,Hong Kong,India,India,256 runs,Karachi,"Jun 25, 2008",ODI # 2716
1184,55,England,New Zealand,New Zealand,1 wicket,The Oval,"Jun 25, 2008",ODI # 2714
1185,56,Pakistan,India,India,6 wickets,Karachi,"Jun 26, 2008",ODI # 2717
1186,57,Sri Lanka,U.A.E.,Sri Lanka,142 runs,Lahore,"Jun 26, 2008",ODI # 2718
1187,58,West Indies,Australia,Australia,63 runs,St George's,"Jun 27, 2008",ODI # 2719
1188,59,England,New Zealand,New Zealand,51 runs,Lord's,"Jun 28, 2008",ODI # 2720
1189,60,Bangladesh,India,India,7 wickets,Karachi,"Jun 28, 2008",ODI # 2721
1190,61,Canada,Bermuda,Bermuda,3 wickets,King City (NW),"Jun 28, 2008",ODI # 2722
1191,62,Pakistan,Sri Lanka,Sri Lanka,64 runs,Karachi,"Jun 29, 2008",ODI # 2723
1192,63,West Indies,Australia,Australia,7 wickets,St George's,"Jun 29, 2008",ODI # 2724
1193,64,Canada,Bermuda,Bermuda,11 runs,King City (NW),"Jun 29, 2008",ODI # 2725
1194,65,Bangladesh,Sri Lanka,Sri Lanka,158 runs,Karachi,"Jun 30, 2008",ODI # 2726
1195,66,Ireland,New Zealand,New Zealand,290 runs,Aberdeen,"Jul 1, 2008",ODI # 2727
1196,67,Canada,Bermuda,Canada,77 runs,King City (NW),"Jul 1, 2008",ODI # 2728
1197,68,Scotland,Ireland,Scotland,5 wickets,Aberdeen,"Jul 2, 2008",ODI # 2729
1198,69,Pakistan,India,Pakistan,8 wickets,Karachi,"Jul 2, 2008",ODI # 2730
1199,70,Scotland,New Zealand,New Zealand,8 wickets,Aberdeen,"Jul 3, 2008",ODI # 2731
1200,71,India,Sri Lanka,India,6 wickets,Karachi,"Jul 3, 2008",ODI # 2732
1201,72,Pakistan,Bangladesh,Pakistan,10 wickets,Karachi,"Jul 4, 2008",ODI # 2733
1202,73,West Indies,Australia,Australia,1 run,Basseterre,"Jul 4, 2008",ODI # 2734
1203,74,India,Sri Lanka,Sri Lanka,100 runs,Karachi,"Jul 6, 2008",ODI # 2735
1204,75,West Indies,Australia,Australia,169 runs,Basseterre,"Jul 6, 2008",ODI # 2736
1205,76,Ireland,Netherlands,Ireland,7 wickets,Dublin,"Jul 28, 2008",ODI # 2737
1206,77,Netherlands,Scotland,Scotland,6 wickets,Dublin,"Jul 29, 2008",ODI # 2738
1207,78,Ireland,Scotland,Ireland,7 wickets,Dublin,"Jul 31, 2008",ODI # 2739
1208,79,Netherlands,Bermuda,Netherlands,6 wickets,Amstelveen,"Aug 8, 2008",ODI # 2740
1209,80,Scotland,Kenya,no result,,Ayr,"Aug 12, 2008",ODI # 2741
1210,81,Sri Lanka,India,Sri Lanka,8 wickets,Dambulla,"Aug 18, 2008",ODI # 2742
1211,82,Scotland,England,no result,,Edinburgh,"Aug 18, 2008",ODI # 2743
1212,83,Canada,Bermuda,Canada,25 runs,King City (NW),"Aug 18, 2008",ODI # 2744
1213,84,Sri Lanka,India,India,3 wickets,Dambulla,"Aug 20, 2008",ODI # 2745
1214,85,Bermuda,West Indies,West Indies,6 wickets,King City (NW),"Aug 20, 2008",ODI # 2746
1215,86,Netherlands,Kenya,Netherlands,6 wickets,Rotterdam,"Aug 21, 2008",ODI # 2747
1216,87,England,South Africa,England,20 runs,Leeds,"Aug 22, 2008",ODI # 2748
1217,88,Canada,West Indies,West Indies,49 runs,King City (NW),"Aug 22, 2008",ODI # 2749
1218,89,Sri Lanka,India,India,33 runs,Colombo (RPS),"Aug 24, 2008",ODI # 2750
1219,90,Ireland,Kenya,Ireland,33 runs,Belfast,"Aug 24, 2008",ODI # 2751
1220,91,Canada,West Indies,West Indies,7 wickets,King City (NW),"Aug 24, 2008",ODI # 2752
1221,92,Ireland,Kenya,no result,,Belfast,"Aug 25, 2008",ODI # 2753
1222,93,England,South Africa,England,10 wickets,Nottingham,"Aug 26, 2008",ODI # 2754
1223,94,Sri Lanka,India,India,46 runs,Colombo (RPS),"Aug 27, 2008",ODI # 2755
1224,95,Sri Lanka,India,Sri Lanka,112 runs,Colombo (RPS),"Aug 29, 2008",ODI # 2756
1225,96,England,South Africa,England,126 runs,The Oval,"Aug 29, 2008",ODI # 2757
1226,97,Australia,Bangladesh,Australia,180 runs,Darwin,"Aug 30, 2008",ODI # 2758
1227,98,England,South Africa,England,7 wickets,Lord's,"Aug 31, 2008",ODI # 2759
1228,99,Australia,Bangladesh,Australia,8 wickets,Darwin,"Sep 3, 2008",ODI # 2760
1229,100,England,South Africa,no result,,Cardiff,"Sep 3, 2008",ODI # 2761
1230,101,Australia,Bangladesh,Australia,73 runs,Darwin,"Sep 6, 2008",ODI # 2762
1231,102,Bangladesh,New Zealand,Bangladesh,7 wickets,Dhaka,"Oct 9, 2008",ODI # 2763
1232,103,Bangladesh,New Zealand,New Zealand,75 runs,Dhaka,"Oct 11, 2008",ODI # 2764
1233,104,Bangladesh,New Zealand,New Zealand,79 runs,Chattogram,"Oct 14, 2008",ODI # 2765
1234,105,Ireland,Zimbabwe,Zimbabwe,156 runs,Nairobi (Gym),"Oct 17, 2008",ODI # 2766
1235,106,Kenya,Ireland,Ireland,86 runs,Nairobi (Gym),"Oct 18, 2008",ODI # 2767
1236,107,Kenya,Zimbabwe,Kenya,95 runs,Nairobi (Gym),"Oct 19, 2008",ODI # 2768
1237,108,South Africa,Kenya,South Africa,159 runs,Bloemfontein,"Oct 31, 2008",ODI # 2769
1238,109,South Africa,Kenya,South Africa,7 wickets,Kimberley,"Nov 2, 2008",ODI # 2770
1239,110,South Africa,Bangladesh,South Africa,61 runs,Potchefstroom,"Nov 7, 2008",ODI # 2771
1240,111,South Africa,Bangladesh,South Africa,128 runs,Benoni,"Nov 9, 2008",ODI # 2772
1241,112,Pakistan,West Indies,Pakistan,4 wickets,Abu Dhabi,"Nov 12, 2008",ODI # 2773
1242,113,India,England,India,158 runs,Rajkot,"Nov 14, 2008",ODI # 2774
1243,114,Pakistan,West Indies,Pakistan,24 runs,Abu Dhabi,"Nov 14, 2008",ODI # 2775
1244,115,Pakistan,West Indies,Pakistan,31 runs,Abu Dhabi,"Nov 16, 2008",ODI # 2776
1245,116,India,England,India,54 runs,Indore,"Nov 17, 2008",ODI # 2777
1246,117,India,England,India,16 runs,Kanpur,"Nov 20, 2008",ODI # 2778
1247,118,Zimbabwe,Sri Lanka,Sri Lanka,6 wickets,Harare,"Nov 20, 2008",ODI # 2779
1248,119,Zimbabwe,Sri Lanka,Sri Lanka,9 wickets,Harare,"Nov 22, 2008",ODI # 2780
1249,120,India,England,India,19 runs,Bengaluru,"Nov 23, 2008",ODI # 2781
1250,121,Zimbabwe,Sri Lanka,Sri Lanka,5 runs,Harare,"Nov 24, 2008",ODI # 2782
1251,122,India,England,India,6 wickets,Cuttack,"Nov 26, 2008",ODI # 2783
1252,123,Zimbabwe,Sri Lanka,Sri Lanka,2 wickets,Harare,"Nov 28, 2008",ODI # 2784
1253,124,Zimbabwe,Sri Lanka,Sri Lanka,19 runs,Harare,"Nov 30, 2008",ODI # 2785
1254,125,New Zealand,West Indies,no result,,Queenstown,"Dec 31, 2008",ODI # 2786
1255,0,New Zealand,West Indies,West Indies,5 wickets,Christchurch,"Jan 3, 2009",ODI # 2787
1256,1,New Zealand,West Indies,New Zealand,7 wickets,Wellington,"Jan 7, 2009",ODI # 2788
1257,2,New Zealand,West Indies,no result,,Auckland,"Jan 10, 2009",ODI # 2789
1258,3,Bangladesh,Zimbabwe,Zimbabwe,38 runs,Dhaka,"Jan 10, 2009",ODI # 2790
1259,4,Sri Lanka,Zimbabwe,Sri Lanka,130 runs,Dhaka,"Jan 12, 2009",ODI # 2791
1260,5,New Zealand,West Indies,New Zealand,9 runs,Napier,"Jan 13, 2009",ODI # 2792
1261,6,Bangladesh,Sri Lanka,Bangladesh,5 wickets,Dhaka,"Jan 14, 2009",ODI # 2793
1262,7,Bangladesh,Sri Lanka,Sri Lanka,2 wickets,Dhaka,"Jan 16, 2009",ODI # 2794
1263,8,Australia,South Africa,South Africa,3 wickets,Melbourne,"Jan 16, 2009",ODI # 2795
1264,9,Australia,South Africa,Australia,5 runs,Hobart,"Jan 18, 2009",ODI # 2796
1265,10,Bangladesh,Zimbabwe,Zimbabwe,2 wickets,Dhaka,"Jan 19, 2009",ODI # 2797
1266,11,Pakistan,Sri Lanka,Pakistan,8 wickets,Karachi,"Jan 20, 2009",ODI # 2798
1267,12,Bangladesh,Zimbabwe,Bangladesh,6 wickets,Dhaka,"Jan 21, 2009",ODI # 2799
1268,13,Pakistan,Sri Lanka,Sri Lanka,129 runs,Karachi,"Jan 21, 2009",ODI # 2800
1269,14,Bangladesh,Zimbabwe,Bangladesh,6 wickets,Dhaka,"Jan 23, 2009",ODI # 2801
1270,15,Australia,South Africa,South Africa,3 wickets,Sydney,"Jan 23, 2009",ODI # 2802
1271,16,Pakistan,Sri Lanka,Sri Lanka,234 runs,Lahore,"Jan 24, 2009",ODI # 2803
1272,17,Australia,South Africa,South Africa,8 wickets,Adelaide,"Jan 26, 2009",ODI # 2804
1273,18,Kenya,Zimbabwe,Zimbabwe,109 runs,Mombasa,"Jan 27, 2009",ODI # 2805
1274,19,Sri Lanka,India,India,6 wickets,Dambulla,"Jan 28, 2009",ODI # 2806
1275,20,Kenya,Zimbabwe,Zimbabwe,151 runs,Mombasa,"Jan 29, 2009",ODI # 2807
1276,21,Australia,South Africa,South Africa,39 runs,Perth,"Jan 30, 2009",ODI # 2808
1277,22,Kenya,Zimbabwe,Zimbabwe,4 wickets,Nairobi (Gym),"Jan 31, 2009",ODI # 2809
1278,23,Sri Lanka,India,India,15 runs,Colombo (RPS),"Jan 31, 2009",ODI # 2810
1279,24,Australia,New Zealand,New Zealand,2 wickets,Perth,"Feb 1, 2009",ODI # 2811
1280,25,Kenya,Zimbabwe,Zimbabwe,66 runs,Nairobi (Gym),"Feb 1, 2009",ODI # 2812
1281,26,Sri Lanka,India,India,147 runs,Colombo (RPS),"Feb 3, 2009",ODI # 2813
1282,27,Kenya,Zimbabwe,Zimbabwe,7 wickets,Nairobi (Gym),"Feb 4, 2009",ODI # 2814
1283,28,Sri Lanka,India,India,67 runs,Colombo (RPS),"Feb 5, 2009",ODI # 2815
1284,29,Australia,New Zealand,New Zealand,6 wickets,Melbourne,"Feb 6, 2009",ODI # 2816
1285,30,Australia,New Zealand,Australia,32 runs,Sydney,"Feb 8, 2009",ODI # 2817
1286,31,Sri Lanka,India,Sri Lanka,68 runs,Colombo (RPS),"Feb 8, 2009",ODI # 2818
1287,32,Australia,New Zealand,Australia,6 wickets,Adelaide,"Feb 10, 2009",ODI # 2819
1288,33,Australia,New Zealand,no result,,Brisbane,"Feb 13, 2009",ODI # 2820
1289,34,New Zealand,India,India,53 runs,Napier,"Mar 3, 2009",ODI # 2821
1290,35,New Zealand,India,no result,,Wellington,"Mar 6, 2009",ODI # 2822
1291,36,New Zealand,India,India,58 runs,Christchurch,"Mar 8, 2009",ODI # 2823
1292,37,New Zealand,India,India,84 runs,Hamilton,"Mar 11, 2009",ODI # 2824
1293,38,New Zealand,India,New Zealand,8 wickets,Auckland,"Mar 14, 2009",ODI # 2825
1294,39,West Indies,England,England,1 run,Providence,"Mar 20, 2009",ODI # 2826
1295,40,West Indies,England,West Indies,21 runs,Providence,"Mar 22, 2009",ODI # 2827
1296,41,West Indies,England,West Indies,8 wickets,Bridgetown,"Mar 27, 2009",ODI # 2828
1297,42,West Indies,England,England,9 wickets,Bridgetown,"Mar 29, 2009",ODI # 2829
1298,43,Ireland,Scotland,Ireland,7 wickets,Benoni,"Apr 1, 2009",ODI # 2830
1299,44,Kenya,Netherlands,Netherlands,7 wickets,Potchefstroom,"Apr 1, 2009",ODI # 2831
1300,45,South Africa,Australia,Australia,141 runs,Durban,"Apr 3, 2009",ODI # 2832
1301,46,West Indies,England,England,26 runs,Gros Islet,"Apr 3, 2009",ODI # 2833
1302,47,South Africa,Australia,South Africa,7 wickets,Centurion,"Apr 5, 2009",ODI # 2834
1303,48,Bermuda,Kenya,Kenya,7 wickets,Potchefstroom,"Apr 6, 2009",ODI # 2835
1304,49,Canada,Ireland,Ireland,6 wickets,Benoni,"Apr 6, 2009",ODI # 2836
1305,50,Bermuda,Netherlands,Netherlands,63 runs,Potchefstroom,"Apr 8, 2009",ODI # 2837
1306,51,Canada,Scotland,Canada,148 runs,Benoni,"Apr 8, 2009",ODI # 2838
1307,52,South Africa,Australia,South Africa,25 runs,Cape Town,"Apr 9, 2009",ODI # 2839
1308,53,South Africa,Australia,South Africa,61 runs,Port Elizabeth,"Apr 13, 2009",ODI # 2840
1309,54,South Africa,Australia,Australia,47 runs,Johannesburg,"Apr 17, 2009",ODI # 2841
1310,55,Afghanistan,Scotland,Afghanistan,89 runs,Benoni,"Apr 19, 2009",ODI # 2842
1311,56,Canada,Ireland,Ireland,9 wickets,Centurion,"Apr 19, 2009",ODI # 2843
1312,57,Kenya,Netherlands,Netherlands,6 wickets,Potchefstroom,"Apr 19, 2009",ODI # 2844
1313,58,Australia,Pakistan,Pakistan,4 wickets,Dubai (DSC),"Apr 22, 2009",ODI # 2845
1314,59,Australia,Pakistan,Australia,6 wickets,Dubai (DSC),"Apr 24, 2009",ODI # 2846
1315,60,Australia,Pakistan,Australia,27 runs,Abu Dhabi,"Apr 27, 2009",ODI # 2847
1316,61,Australia,Pakistan,Australia,8 wickets,Abu Dhabi,"May 1, 2009",ODI # 2848
1317,62,Australia,Pakistan,Pakistan,7 wickets,Abu Dhabi,"May 3, 2009",ODI # 2849
1318,63,England,West Indies,England,6 wickets,Bristol,"May 24, 2009",ODI # 2850
1319,64,England,West Indies,England,58 runs,Birmingham,"May 26, 2009",ODI # 2851
1320,65,West Indies,India,India,20 runs,Kingston,"Jun 26, 2009",ODI # 2852
1321,66,West Indies,India,West Indies,8 wickets,Kingston,"Jun 28, 2009",ODI # 2853
1322,67,West Indies,India,India,6 wickets,Gros Islet,"Jul 3, 2009",ODI # 2854
1323,68,West Indies,India,no result,,Gros Islet,"Jul 5, 2009",ODI # 2855
1324,69,Scotland,Canada,Canada,6 wickets,Aberdeen,"Jul 7, 2009",ODI # 2856
1325,70,Scotland,Canada,Scotland,5 wickets,Aberdeen,"Jul 8, 2009",ODI # 2857
1326,71,Ireland,Kenya,Ireland,3 wickets,Dublin,"Jul 9, 2009",ODI # 2858
1327,72,Netherlands,Canada,Netherlands,50 runs,Amstelveen,"Jul 11, 2009",ODI # 2859
1328,73,Ireland,Kenya,Ireland,52 runs,Dublin,"Jul 11, 2009",ODI # 2860
1329,74,Ireland,Kenya,Ireland,4 runs,Dublin,"Jul 12, 2009",ODI # 2861
1330,75,West Indies,Bangladesh,Bangladesh,52 runs,Roseau,"Jul 26, 2009",ODI # 2862
1331,76,West Indies,Bangladesh,Bangladesh,3 wickets,Roseau,"Jul 28, 2009",ODI # 2863
1332,77,Sri Lanka,Pakistan,Sri Lanka,36 runs,Dambulla,"Jul 30, 2009",ODI # 2864
1333,78,West Indies,Bangladesh,Bangladesh,3 wickets,Basseterre,"Jul 31, 2009",ODI # 2865
1334,79,Sri Lanka,Pakistan,Sri Lanka,6 wickets,Dambulla,"Aug 1, 2009",ODI # 2866
1335,80,Sri Lanka,Pakistan,Sri Lanka,6 wickets,Dambulla,"Aug 3, 2009",ODI # 2867
1336,81,Sri Lanka,Pakistan,Pakistan,146 runs,Colombo (RPS),"Aug 7, 2009",ODI # 2868
1337,82,Zimbabwe,Bangladesh,Bangladesh,8 wickets,Bulawayo,"Aug 9, 2009",ODI # 2869
1338,83,Sri Lanka,Pakistan,Pakistan,132 runs,Colombo (RPS),"Aug 9, 2009",ODI # 2870
1339,84,Zimbabwe,Bangladesh,Bangladesh,49 runs,Bulawayo,"Aug 11, 2009",ODI # 2871
1340,85,Zimbabwe,Bangladesh,Zimbabwe,69 runs,Bulawayo,"Aug 14, 2009",ODI # 2872
1341,86,Zimbabwe,Bangladesh,Bangladesh,4 wickets,Bulawayo,"Aug 16, 2009",ODI # 2873
1342,87,Zimbabwe,Bangladesh,Bangladesh,5 wickets,Bulawayo,"Aug 18, 2009",ODI # 2874
1343,88,Canada,Kenya,Canada,9 wickets,King City (NW),"Aug 19, 2009",ODI # 2875
1344,89,Scotland,Ireland,Ireland,96 runs,Aberdeen,"Aug 22, 2009",ODI # 2876
1345,90,Canada,Kenya,no result,,King City (NW),"Aug 22, 2009",ODI # 2877
1346,91,Ireland,England,England,3 runs,Belfast,"Aug 27, 2009",ODI # 2878
1347,92,Scotland,Australia,Australia,189 runs,Edinburgh,"Aug 28, 2009",ODI # 2879
1348,93,Netherlands,Afghanistan,Netherlands,8 runs,Amstelveen,"Aug 30, 2009",ODI # 2880
1349,94,Netherlands,Afghanistan,Afghanistan,6 wickets,Amstelveen,"Sep 1, 2009",ODI # 2881
1350,95,England,Australia,Australia,4 runs,The Oval,"Sep 4, 2009",ODI # 2882
1351,96,England,Australia,Australia,39 runs,Lord's,"Sep 6, 2009",ODI # 2883
1352,97,Sri Lanka,New Zealand,Sri Lanka,97 runs,Colombo (RPS),"Sep 8, 2009",ODI # 2884
1353,98,England,Australia,Australia,6 wickets,Southampton,"Sep 9, 2009",ODI # 2885
1354,99,India,New Zealand,India,6 wickets,Colombo (RPS),"Sep 11, 2009",ODI # 2886
1355,100,Sri Lanka,India,Sri Lanka,139 runs,Colombo (RPS),"Sep 12, 2009",ODI # 2887
1356,101,England,Australia,Australia,7 wickets,Lord's,"Sep 12, 2009",ODI # 2888
1357,102,Sri Lanka,India,India,46 runs,Colombo (RPS),"Sep 14, 2009",ODI # 2889
1358,103,England,Australia,Australia,4 wickets,Nottingham,"Sep 15, 2009",ODI # 2890
1359,104,England,Australia,Australia,111 runs,Nottingham,"Sep 17, 2009",ODI # 2891
1360,105,England,Australia,England,4 wickets,Chester-le-Street,"Sep 20, 2009",ODI # 2892
1361,106,South Africa,Sri Lanka,Sri Lanka,55 runs,Centurion,"Sep 22, 2009",ODI # 2893
1362,107,Pakistan,West Indies,Pakistan,5 wickets,Johannesburg,"Sep 23, 2009",ODI # 2894
1363,108,South Africa,New Zealand,South Africa,5 wickets,Centurion,"Sep 24, 2009",ODI # 2895
1364,109,England,Sri Lanka,England,6 wickets,Johannesburg,"Sep 25, 2009",ODI # 2896
1365,110,Australia,West Indies,Australia,50 runs,Johannesburg,"Sep 26, 2009",ODI # 2897
1366,111,India,Pakistan,Pakistan,54 runs,Centurion,"Sep 26, 2009",ODI # 2898
1367,112,New Zealand,Sri Lanka,New Zealand,38 runs,Johannesburg,"Sep 27, 2009",ODI # 2899
1368,113,South Africa,England,England,22 runs,Centurion,"Sep 27, 2009",ODI # 2900
1369,114,Australia,India,no result,,Centurion,"Sep 28, 2009",ODI # 2901
1370,115,England,New Zealand,New Zealand,4 wickets,Johannesburg,"Sep 29, 2009",ODI # 2902
1371,116,Australia,Pakistan,Australia,2 wickets,Centurion,"Sep 30, 2009",ODI # 2903
1372,117,India,West Indies,India,7 wickets,Johannesburg,"Sep 30, 2009",ODI # 2904
1373,118,Australia,England,Australia,9 wickets,Centurion,"Oct 2, 2009",ODI # 2905
1374,119,New Zealand,Pakistan,New Zealand,5 wickets,Johannesburg,"Oct 3, 2009",ODI # 2906
1375,120,Australia,New Zealand,Australia,6 wickets,Centurion,"Oct 5, 2009",ODI # 2907
1376,121,Zimbabwe,Kenya,Zimbabwe,91 runs,Harare,"Oct 12, 2009",ODI # 2908
1377,122,Zimbabwe,Kenya,Zimbabwe,86 runs,Harare,"Oct 13, 2009",ODI # 2909
1378,123,Zimbabwe,Kenya,Kenya,20 runs,Harare,"Oct 15, 2009",ODI # 2910
1379,124,Zimbabwe,Kenya,Zimbabwe,6 wickets,Harare,"Oct 17, 2009",ODI # 2911
1380,125,Zimbabwe,Kenya,Zimbabwe,142 runs,Harare,"Oct 18, 2009",ODI # 2912
1381,126,India,Australia,Australia,4 runs,Vadodara,"Oct 25, 2009",ODI # 2913
1382,127,Bangladesh,Zimbabwe,Zimbabwe,5 wickets,Dhaka,"Oct 27, 2009",ODI # 2914
1383,128,India,Australia,India,99 runs,Nagpur,"Oct 28, 2009",ODI # 2915
1384,129,Bangladesh,Zimbabwe,Bangladesh,7 wickets,Dhaka,"Oct 29, 2009",ODI # 2916
1385,130,Bangladesh,Zimbabwe,Bangladesh,4 wickets,Dhaka,"Oct 31, 2009",ODI # 2917
1386,131,India,Australia,India,6 wickets,Delhi,"Oct 31, 2009",ODI # 2918
1387,132,India,Australia,Australia,24 runs,Mohali,"Nov 2, 2009",ODI # 2919
1388,133,Bangladesh,Zimbabwe,Bangladesh,6 wickets,Chattogram,"Nov 3, 2009",ODI # 2920
1389,134,New Zealand,Pakistan,Pakistan,138 runs,Abu Dhabi,"Nov 3, 2009",ODI # 2921
1390,135,Bangladesh,Zimbabwe,Bangladesh,1 wicket,Chattogram,"Nov 5, 2009",ODI # 2922
